,food_name,serving_size,calories,fat_type,total_fat,sat_fat,trans_fat,cholesterol,sodium,protein,total_carbon,fiber,sugar,calcium,iron,vaiu,vc,ingredient,meal
174,"Pizza, Gluten Free Cheese*",1 PIZZA,332,147,16.3g,8.1g,0g,44mg,1241.4mg,17.3g,30.4g,2.1g,4.1g,30%,3%,15%,6%,"PIZZA CHEESE (low moisture part skim mozzarella cheese (pasteurized milk, cheese cultures, salt, enzymes), provolone cheese (pasteurized milk, cheese cultures, salt, enzymes), potato starch, canola oil and cellulose powder added to prevent caking, natamycin (a natural food inhibitor) contains: milk), GROUND TOMATOES (vine-ripened fresh tomatoes, salt and naturally derived citric acid.), GLUTEN FREE PIZZA CRUST (rice flour, filtered water, tapioca starch, potato starch, egg whites,  eggs, extra virgin olive oil, modified corn starch, sugar, vegetable  shortening (canola oil, hydrogenated cottonseed oil), contains less than  2% of the following: yeast, cellulose gum, natural flavor, potassium  chloride, salt, kosher gelatin, leavening (baking soda, sodium aluminum  phosphate), xanthan gum, distilled monoglycerides, guar gum. contains:  eggs manufactured on shared equipment with soy.), Cheesestick Seasoning (ONION SALT (salt, onion, sodium silicon aluminate (added to make free flowing), and onion oil.), GARLIC (Processed on the same manufacturing line as products that contain soy, wheat, gluten, dairy, eggs,  and tree nuts. ), ITALIAN SEASONING (marjoram, thyme, rosemary, savory, sage, oregano, basil.), PAPRIKA (paprika and silicon dioxide (added to make free flowing) ), GARLIC SALT (salt, garlic, calcium silicate (added to make free flowing), and garlic oil.), RED PEPPER)",dinner
175,Porkloin Sauce,2 OZ,60,52,5.7g,3.6g,0.2g,20.2mg,71mg,0.4g,2.1g,0.1g,0.4g,1%,1%,5%,5%,"HARD CIDER, CREAM (heavy cream, milk, contains less than 0.5% of mono and diglycerides, polysorbate 80, carrageenan. contains: milk), FRESH RED ONION, JALAPENOS, UNSALTED BUTTER (pasteurized cream, natural flavorings contains: milk), GLUTEN FREE CHICKEN BASE (cooked chicken meat, sea salt, sugar, chicken fat, potato flour, onion  powder, yeast extract, flavor (chicken broth, salt, flavoring), dried  carrot juice, spices, turmeric, extractives of celery, and garlic powder), KOSHER SALT (salt, yellow prussiate of soda), BLACK PEPPER",dinner
176,Steamed Fresh Broccoli**,3 OZ,28,3,0.3g,0.1g,0g,0mg,33.1mg,1.9g,5.8g,2.7g,1.1g,3%,3%,25%,87%,BROCCOLI FLOWERETTES,dinner
177,Baked Ziti,4 OZ,210,86,9.5g,4.7g,0g,23mg,515.8mg,11.2g,20.4g,1.1g,2.9g,25%,6%,12%,12%,"ZITI (semolina (enriched with iron (ferrous sulfate), and b vitamins (niacin, thiamin  mononitrate, riboflavin, folic acid).), MARINARA SAUCE (vine-ripened fresh tomatoes, blend of extra virgin olive oil and  sunflower oil, salt, onions, sugar, black pepper, basil, oregano,  parsley, and naturally derived citric acid. Gluten-free product), MONTEREY JACK & CHEDDAR CHEESE (cheddar cheese, (pasteurized milk, cheese culture, salt, enzymes, annatto [color]), monterey jack cheese (pasteurized milk, cheese culture, salt, enzymes), potato starch and powdered cellulose added to prevent caking, natamycin (a natural mold inhibitor). contains: milk ), PARMESAN CHEESE (pasteurized part-skim milk, cheese cultures, salt, enzymes and powdered  cellulose (anti-caking agent).  contains: milk. ), FRESH TOMATOES, MONTEREY JACK & CHEDDAR CHEESE (cheddar cheese, (pasteurized milk, cheese culture, salt, enzymes, annatto [color]), monterey jack cheese (pasteurized milk, cheese culture, salt, enzymes), potato starch and powdered cellulose added to prevent caking, natamycin (a natural mold inhibitor). contains: milk ), WATER, BASIL, FRESH GARLIC, BEEF BASE (roasted beef and concentrated beef stock, salt, hydrolyzed soy, corn and wheat proteins, maltodextrin, corn oil, sugar, 2% or less of caramel color, cornstarch, autolyzed yeast extract, potato starch, disodium inosinate/disodium guanylate, modified cornstarch, natural flavors.   contains: soy, wheat ingredients. *other than that which naturally occurs in the hydrolyzed proteins and autolyzed yeast extract.), SALT (salt, calcium silicate, dextrose, potassium iodide.), BLACK PEPPER, VEGETABLE PAN SPRAY (soybean oil, soybean lecithin (hr), silicon dioxide, water and  propellant (non-chloroflurocarbon). contains: soy.), SOY/OLIVE BLEND OIL (80% soybean oil, 20% extra virgin olive oil)",dinner
178,Buffalo Chicken Pizza,1/12 PIZZA,283,117,13g,4.4g,0g,31.7mg,1090.7mg,13.1g,28.9g,1g,0.6g,15%,10%,4%,1%,"Neapolitan Pizza Dough (Neapolitan Pizza Dough (HIGH GLUTEN FLOUR (bleached wheat flour, malted barley flour, niacin, potassium bromate,  thiamin mononitrate, riboflavin, folic acid.), WATER, SALT (salt, sodium silicoaluminate. ), YEAST (instant yeast. ))), BUFFALO WING SAUCE (aged cayenne pepper, distilled vinegar, water, salt, garlic, margarine  (soybean oil, hydrogenated soybean oil, soy lecithin (soy), artificial butter  flavor (diacetyl-free), colored with beta carotene, contains less than  2% of: modified food starch, guar gum, molasses, corn syrup, sodium  benzoate as a preservative, paprika (color), caramel color, sugar, spices, citric acid,  tamarind, natural flavor.), MONTEREY JACK & CHEDDAR CHEESE (cheddar cheese, (pasteurized milk, cheese culture, salt, enzymes, annatto [color]), monterey jack cheese (pasteurized milk, cheese culture, salt, enzymes), potato starch and powdered cellulose added to prevent caking, natamycin (a natural mold inhibitor). contains: milk ), RANCH DRESSING (soybean oil, water, buttermilk, egg yolk, distilled vinegar, contains  less than 2% of salt, monosodium glutamate, modified food starch, buttermilk solids, sugar, garlic, spices , xanthan gum, egg whites, onion, citric acid, sorbic acid, calcium disodium edta to protect flavor, natural flavor ), CHICKEN MEAT (all meat (natural proportion blend of 55% white meat and 45% dark meat)), FRESH CELERY, VEGETABLE PAN SPRAY (soybean oil, soybean lecithin (hr), silicon dioxide, water and  propellant (non-chloroflurocarbon). contains: soy.)",dinner
179,Penne Pasta**,8 OZ,257,37,4.1g,0.8g,0.1g,53.5mg,9.2mg,8.4g,46.4g,2.2g,0.7g,2%,15%,1%,0%,"PENNE PASTA (semolina, (enriched with iron (ferrous sulfate), and b vitamins (niacin, thiamin  mononitrate, riboflavin, folic acid). contains: wheat), SOY/OLIVE BLEND OIL (80% soybean oil, 20% extra virgin olive oil)",dinner
180,Tortellini inTomato Cream Sauce,4 OZ,299,159,17.7g,5.5g,1.6g,32.4mg,773.9mg,13g,20.6g,2.7g,5.1g,13%,9%,24%,7%,"TRI-COLOR TORTELLINI (dough mixture: enriched semolina flour (semolina flour [niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid]), water, pasteurized eggs, paprika, spinach powder, beta carotene. Filling: romano cheese (pasteurized cow's and/or sheep's milk, cheese culture, sea salt, enzymes), ricotta cheese (pasteurized milk, pasteurized whey, pasteurized cream, vinegar, salt), cracker meal (enriched flour [wheat flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid]), parmesan cheese (pasteurized part-skim milk, cheese cultures, salt and enzymes), corn starch, salt, asiago cheese (pasteurized milk, cheese culture, salt, enzymes), garlic, onion, fontina cheese (pasteurized part skimmed milk, cheese cultures, sea salt, enzymes), nutmeg, basil, stabilizers (xantham gum, locust bean gum, guar gum, spices. Contains: wheat, milk, and eggs. ), ALFREDO SAUCE (cream, skim milk, water, parmesan and asiago cheese blend with flavor (parmesan cheese [cultured milk, salt, enzymes], asiago cheese [cultured milk, salt, enzymes], enzyme modified parmesan cheese [cultured milk, water, salt, enzymes], whey, salt), soybean oil, canola oil, modified cornstarch, 2% or less of romano cheese ([made from cow's milk], pasteurized milk, cheese culture, salt, enzymes), cream (cream, nonfat milk), lactose (contains milk), datem, spice, xantham gum, seasoning (cornstarch, extractives of turmeric and annatto, natural flavor), seasoning (maltodextrin, flavor, enzyme modified butterfat) contains milk ingredients. ), HAM (easy slice carving ham cured with water, salt, sodium lactate, sugar, sodium phosphate, sodium  diacetate, sodium erythorbate, sodium nitrite.), PEAS, SPAGHETTI SAUCE (tomato puree (water, tomato paste), diced tomatoes in tomato juice, sugar, vegetable oil (corn, cottonseed,  and/or canola), salt, dehydrated onions, spice, dehydrated garlic, citric acid, natural flavoring.), FRESH MUSHROOMS, MARGARINE (liquid soybean oil, partially hydrogenated soybean oil, water, salt, soy  lecithin, vegetable mono and diglycerides, potassium sorbate and citric  acid added as preservatives, artificially flavored (gluten free),  artificially colored with beta carotene, vitamin a palmitate added.), FRESH GARLIC, PARSLEY, PARMESAN CHEESE (pasteurized part-skim milk, cheese cultures, salt, enzymes and powdered cellulose (anti caking agent)  contains: milk ), SOY/OLIVE BLEND OIL (80% soybean oil, 20% extra virgin olive oil)",dinner
181,Alfredo Sauce*,6 OZL,381,307,34g,10.9g,0.7g,47.6mg,925.3mg,8.2g,9.5g,0g,5.4g,20%,0%,5%,0%,"ALFREDO SAUCE (cream, skim milk, water, parmesan and asiago cheese blend with flavor (parmesan cheese [cultured milk, salt, enzymes], asiago cheese [cultured milk, salt, enzymes], enzyme modified parmesan cheese [cultured milk, water, salt, enzymes], whey, salt), soybean oil, canola oil, modified cornstarch, 2% or less of romano cheese ([made from cow's milk], pasteurized milk, cheese culture, salt, enzymes), cream (cream, nonfat milk), lactose (contains milk), datem, spice, xantham gum, seasoning (cornstarch, extractives of turmeric and annatto, natural flavor), seasoning (maltodextrin, flavor, enzyme modified butterfat) contains milk ingredients. )",dinner
182,Cheese Breadsticks*,1 CHS BRDSTK,106,29,3.3g,1.4g,0g,6.5mg,265.2mg,4.5g,14.6g,0.5g,0.4g,5%,5%,2%,0%,"Pizza Dough (Pizza Dough (HIGH GLUTEN FLOUR (bleached wheat flour, malted barley flour, niacin, potassium bromate,  thiamin mononitrate, riboflavin, folic acid.), WATER, CANOLA OIL (canola oil. ), SUGAR (sugar), SALT (salt, sodium silicoaluminate. ), YEAST (instant yeast. ))), PIZZA CHEESE (low moisture part skim mozzarella cheese (pasteurized milk, cheese cultures, salt, enzymes), provolone cheese (pasteurized milk, cheese cultures, salt, enzymes), potato starch, canola oil and cellulose powder added to prevent caking, natamycin (a natural food inhibitor) contains: milk), Cheesestick Seasoning (ONION SALT (salt, onion, sodium silicon aluminate (added to make free flowing), and onion oil.), GARLIC (Processed on the same manufacturing line as products that contain soy, wheat, gluten, dairy, eggs,  and tree nuts. ), ITALIAN SEASONING (marjoram, thyme, rosemary, savory, sage, oregano, basil.), PAPRIKA (paprika and silicon dioxide (added to make free flowing) ), GARLIC SALT (salt, garlic, calcium silicate (added to make free flowing), and garlic oil.), RED PEPPER), VEGETABLE PAN SPRAY (soybean oil, soybean lecithin (hr), silicon dioxide, water and  propellant (non-chloroflurocarbon). contains: soy.)",dinner
183,Cheese Pizza*,1/12 PIZZA,203,46,5g,2.6g,0g,12.6mg,351.7mg,9.6g,29.6g,1.3g,1.2g,10%,10%,5%,2%,"Neapolitan Pizza Dough (Neapolitan Pizza Dough (HIGH GLUTEN FLOUR (bleached wheat flour, malted barley flour, niacin, potassium bromate,  thiamin mononitrate, riboflavin, folic acid.), WATER, SALT (salt, sodium silicoaluminate. ), YEAST (instant yeast. ))), PIZZA CHEESE (low moisture part skim mozzarella cheese (pasteurized milk, cheese cultures, salt, enzymes), provolone cheese (pasteurized milk, cheese cultures, salt, enzymes), potato starch, canola oil and cellulose powder added to prevent caking, natamycin (a natural food inhibitor) contains: milk), GROUND TOMATOES (vine-ripened fresh tomatoes, salt and naturally derived citric acid.), VEGETABLE PAN SPRAY (soybean oil, soybean lecithin (hr), silicon dioxide, water and  propellant (non-chloroflurocarbon). contains: soy.)",dinner
184,Italian Meat Sauce,5 OZ,149,56,6.2g,2.3g,0g,23mg,584.9mg,8.7g,15.3g,3.5g,11.7g,3%,8%,12%,5%,"SPAGHETTI SAUCE (tomato puree (water, tomato paste), diced tomatoes in tomato juice, sugar, vegetable oil (corn, cottonseed,  and/or canola), salt, dehydrated onions, spice, dehydrated garlic, citric acid, natural flavoring.), GROUND BEEF",dinner
185,Marinara Sauce**,4 OZL,66,13,1.4g,0.5g,0g,0mg,453.6mg,1.9g,12.3g,2.8g,9.5g,2%,4%,9%,4%,"SPAGHETTI SAUCE (tomato puree (water, tomato paste), diced tomatoes in tomato juice, sugar, vegetable oil (corn, cottonseed,  and/or canola), salt, dehydrated onions, spice, dehydrated garlic, citric acid, natural flavoring.)",dinner
186,Pepperoni Pizza,1/12 PIZZA,237,70,7.8g,3.5g,0g,19.4mg,461.1mg,10.7g,29.6g,1.3g,1.2g,10%,11%,5%,2%,"Neapolitan Pizza Dough (Neapolitan Pizza Dough (HIGH GLUTEN FLOUR (bleached wheat flour, malted barley flour, niacin, potassium bromate,  thiamin mononitrate, riboflavin, folic acid.), WATER, SALT (salt, sodium silicoaluminate. ), YEAST (instant yeast. ))), PIZZA CHEESE (low moisture part skim mozzarella cheese (pasteurized milk, cheese cultures, salt, enzymes), provolone cheese (pasteurized milk, cheese cultures, salt, enzymes), potato starch, canola oil and cellulose powder added to prevent caking, natamycin (a natural food inhibitor) contains: milk), GROUND TOMATOES (vine-ripened fresh tomatoes, salt and naturally derived citric acid.), PEPPERONI (pork, beef, salt, spices, dextrose, lactic acid starter culture, oleoresin of paprika, flavoring, garlic powder, sodium nitrate, bha, bht, citric acid ), VEGETABLE PAN SPRAY (soybean oil, soybean lecithin (hr), silicon dioxide, water and  propellant (non-chloroflurocarbon). contains: soy.)",dinner
187,Whole Wheat Spaghetti**,4 OZ,149,14,1.6g,0.1g,0g,0mg,7.2mg,5.1g,29.7g,4.3g,1.4g,0%,11%,0%,0%,"WHOLE WHEAT SPAGHETTI (whole wheat durum wheat flour, semolina (wheat), durum wheat flour, oat fiber, niacin, iron (ferrous sulfate), thiamine mononitrate, riboflavin, folic acid contains wheat ingredients. this product is manufactured on equipment that processes products containing eggs.), SOY/OLIVE BLEND OIL (80% soybean oil, 20% extra virgin olive oil)",dinner
188,Lebanese Whole Wheat Wrap**,1/6 WRAP,100,47,5.2g,1g,0g,0mg,194.3mg,2.5g,11.5g,2.3g,0.9g,4%,4%,28%,7%,"Fatoush Salad** (Romaine Lettuce (CHOPPED ROMAINE LETTUCE), FRESH CUCUMBER, FRESH TOMATOES, FRESH GREEN PEPPERS, SOY/OLIVE BLEND OIL (80% soybean oil, 20% extra virgin olive oil), LEMON JUICE (filtered water, lemon juice concentrate, sodium bisulfite (preservative), sodium  benzoate (preservative), lemon oil.), COUSCOUS (wheat flour  contains: wheat ), FRESH GREEN ONIONS, SALT (salt, calcium silicate, dextrose, potassium iodide.), FRESH GARLIC, PARSLEY FLAKES (parsley flakes. ), BLACK PEPPER), Hummus** (GARBANZO BEANS (cooked dried chick peas, water, salt, and disodium edta (to preserve color)), TAHINI (pure ground sesame seeds), LEMON JUICE (filtered water, lemon juice concentrate, sodium bisulfite (preservative), sodium  benzoate (preservative), lemon oil.), OLIVE OIL, FRESH GARLIC, PARSLEY, KOSHER SALT (salt, yellow prussiate of soda), PEPPER SAUCE (vinegar, aged peppers (peppers, salt, vinegar), water, xanthan gum and benzoate of soda (to preserve freshness and flavor))), WHOLE WHEAT TORTILLA (whole wheat flour, enriched bleached flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin and folic acid), water, vegetable shortening (contains one or more of the following: palm oil or corn oil), contains 2% or  less of the following: salt, aluminum free leavening (sodium acid pyrophosphate, sodium bicarbonate, corn starch, monocalcium phosphate), wheat protein, preservatives (calcium propionate, sorbic acid), dough conditioner (lecithin, fumaric acid, gum blend, mono and diglycerides, sodium metabisulphite)  allergens: wheat and soy )",dinner
189,Olives Kale Salad with Tomato Basil Soup and Grilled Cheese,1 OF EACH,404,240,26.6g,6.8g,1.5g,17.4mg,856.1mg,12.1g,31g,5.7g,12.2g,28%,23%,332%,95%,"Vegan Tomato Basil Soup* (TOMATO JUICE (tomato juice from concentrate (water, tomato concentrate), salt, citric acid, vitamin c (ascorbic acid)), CRUSHED TOMATOES (vine-ripened unpeeled tomatoes, tomato puree, less than 2% of: salt, citric acid), FRESH ONIONS, MARGARINE (liquid soybean oil, partially hydrogenated soybean oil, water, salt, soy  lecithin, vegetable mono and diglycerides, potassium sorbate and citric  acid added as preservatives, artificially flavored (gluten free),  artificially colored with beta carotene, vitamin a palmitate added.), BROWN SUGAR (brown sugar (cane sugar, cane syrups)), BASIL, FRESH GARLIC, BLACK PEPPER), Asian Kale Salad** (KALE, Wasabi Vinaigrette** (OLIVE OIL, WINE VINEGAR (red wine vinegar, potassium metabisulfite (to preserve freshness), diluted with water to 5% acidity.  contains: sulfites ), WATER, BALSAMIC VINEGAR (wine vinegar, concentrated grape must, caramel colour,  contains: sulphites ), BROWN SUGAR (brown sugar (cane sugar, cane syrups)), KOSHER SALT (salt, yellow prussiate of soda), BLACK PEPPER), FRESH GRAPE TOMATOES, CARROTS, TOFU (organic tofu (water, organic soybeans, and natural nigari, derived from  sea water, and/or calcium chloride)), EDAMAME BEANS (edamame (shelled soybeans) ), BLACK OLIVES (ripe olives, water, salt and ferrous gluconate added to stabilize color. ), LIMES, ENGLISH WALNUTS (walnuts)), Grilled Cheesey Cheddar Sandwich* (WHITE BREAD (unbleached enriched wheat flour (flour, malted barley flour, niacin,  reduced iron, thiamin mononitrate [vitamin b1], riboflavin [vitamin b2]  folic acid [a b vitamin]), water, high fructose corn syrup, contains 2%  or less of each of the following: yeast, vegetable oil (soybean oil or  canola oil), salt, dough conditioners (sodium stearoyl, lactylate,  calcium stearoyl-2-lactylate, monoglycerides, calcium iodate, calcium  peroxide), soy flour, calcium sulfate, calcium propionate (to retard  spoilage), monocalcium phosphate, yeast food (ammonium sulfate).), CHEDDAR CHEESE (pasteurized milk, cheese culture, salt, enzymes, annatto color.), AMERICAN CHEESE (cultured milk and skim milk, water, cream, sodium citrate, salt, sodium  phosphate, sorbic acid (preservative), citric acid, artificial color,  acetic acid, enzymes, soy lecithin (for slice separation).  contains: milk, soy.), MARGARINE (liquid soybean oil, partially hydrogenated soybean oil, water, salt, soy  lecithin, vegetable mono and diglycerides, potassium sorbate and citric  acid added as preservatives, artificially flavored (gluten free),  artificially colored with beta carotene, vitamin a palmitate added.)), VEGETABLE PAN SPRAY (soybean oil, soybean lecithin (hr), silicon dioxide, water and  propellant (non-chloroflurocarbon). contains: soy.)",dinner
190,Roasted Red Pepper Hummus**,2 OZ,58,24,2.6g,0.4g,0g,0mg,249.3mg,2.4g,6.8g,2.7g,1.5g,3%,3%,5%,11%,"GARBANZO BEANS (cooked dried chick peas, water, salt, and disodium edta (to preserve color)), RED PEPPERS (red bell peppers, water, sea salt and citric acid. ), TAHINI (pure ground sesame seeds), LEMON JUICE (filtered water, lemon juice concentrate, sodium bisulfite (preservative), sodium  benzoate (preservative), lemon oil.), PARSLEY, FRESH GARLIC, KOSHER SALT (salt, yellow prussiate of soda), PEPPER SAUCE (vinegar, aged peppers (peppers, salt, vinegar), water, xanthan gum and benzoate of soda (to preserve freshness and flavor))",dinner
191,"Cheese, Feta*",1 OZ,75,54,6g,4.2g,- - - g,25.2mg,316.4mg,4g,1.2g,0g,1.2g,14%,1%,2%,0%,"FETA CHEESE (pasteurized milk, cheese cultures, salt, enzymes)",dinner
192,Chocolate Soy Milk**,8 OZ,85,13,1.4g,0g,0g,0mg,80.3mg,2.8g,15.1g,0.9g,13.2g,28%,9%,1%,0%,"CHOCOLATE SOY MILK (soymilk (filtered water, whole soybeans), cane sugar, cocoa (dutch process), carrageenan, potassium citrate, natural flavor, sea salt, REB A (natural stevia leaf sweetener).  Vitamins & Minerals: calcium carbonate, vitamin A palmitate, vitamin D2, riboflavin (B2), vitamin B12.)",dinner
193,Fatoush Salad**,2 OZ,57,43,4.8g,0.7g,0g,0mg,119.1mg,1g,3.7g,1.4g,1.3g,2%,3%,83%,19%,"Romaine Lettuce (CHOPPED ROMAINE LETTUCE), FRESH CUCUMBER, FRESH TOMATOES, FRESH GREEN PEPPERS, SOY/OLIVE BLEND OIL (80% soybean oil, 20% extra virgin olive oil), LEMON JUICE (filtered water, lemon juice concentrate, sodium bisulfite (preservative), sodium  benzoate (preservative), lemon oil.), COUSCOUS (wheat flour  contains: wheat ), FRESH GREEN ONIONS, SALT (salt, calcium silicate, dextrose, potassium iodide.), FRESH GARLIC, PARSLEY FLAKES (parsley flakes. ), BLACK PEPPER",dinner
194,Hummus**,2 OZ,116,75,8.3g,1.2g,0g,0mg,271.8mg,3.2g,8.5g,3.5g,1.3g,5%,4%,1%,4%,"GARBANZO BEANS (cooked dried chick peas, water, salt, and disodium edta (to preserve color)), TAHINI (pure ground sesame seeds), LEMON JUICE (filtered water, lemon juice concentrate, sodium bisulfite (preservative), sodium  benzoate (preservative), lemon oil.), OLIVE OIL, FRESH GARLIC, PARSLEY, KOSHER SALT (salt, yellow prussiate of soda), PEPPER SAUCE (vinegar, aged peppers (peppers, salt, vinegar), water, xanthan gum and benzoate of soda (to preserve freshness and flavor))",dinner
195,Olive Salad**,4 OZ,219,180,20g,2.7g,0g,0mg,1091.4mg,2g,7g,2.1g,2g,4%,11%,8%,11%,"GREEN OLIVES (olives, water, minced pimiento (pimiento, sodium alginate, guar gum, calcium chloride, potassium sorbate as a preservative), salt and lactic acid.  occasional pit may remain in fruit. ), ARTICHOKE HEARTS (quartered artichoke hearts, water, salt and citric acid. ), GARBANZO BEANS (cooked dried chick peas, water, salt, and disodium edta (to preserve color)), RED PEPPERS (red bell peppers, water, sea salt and citric acid. ), Balsamic Vinaigrette** (OLIVE OIL, BALSAMIC VINEGAR (wine vinegar, concentrated grape must, caramel colour,  contains: sulphites ), FRESH GARLIC, SALT (salt, calcium silicate, dextrose, potassium iodide.), BLACK PEPPER), BLACK OLIVES (ripe olives, water, salt and ferrous gluconate added to stabilize color. ), FRESH GREEN ONIONS",dinner
196,"Pita Bread, Whole Wheat*",1 HALF,98,7,0.8g,0.3g,0g,0mg,147.5mg,3.5g,19.5g,2g,1g,3%,4%,0%,0%,"WHOLE WHEAT PITA (stone ground whole wheat flour, enriched wheat flour, [contains niacin, reduced iron, thiamine mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid], water, wheat, gluten, yeast, contains less than 2% of each of the following: sugar, salt calcium propionate (added to maintain freshness)  contains: wheat  processed on equipment that also processes soybean )",dinner
197,Steamed Baby Carrots**,3 OZ,29,1,0.2g,0g,0g,0mg,48.4mg,0.6g,6.9g,2.5g,2.9g,3%,2%,284%,5%,CARROTS,dinner
198,Sweet Potato Fries**,2 OZ,122,49,5.4g,0.3g,0g,0mg,81mg,1.4g,16.9g,2g,4.7g,1%,1%,41%,4%,"SWEET POTATO FRIES (sweet potatoes, canola oil, modified food starch (corn, potato, tapioca), sugar, rice flour, cornstarch, dextrin, spice, salt, spice and coloring, xanthan gum, leavening (disodium dihydrogen pyrophosphate,  sodium bicarbonate).)",dinner
199,Sweet Potato**,1/3 POTATO,103,22,2.4g,0.3g,0g,0mg,33.2mg,1.9g,19.1g,3g,6g,4%,4%,355%,30%,"SWEET POTATOES, OLIVE OIL",dinner
200,Tabouleh**,4 OZ,172,66,7.3g,1.1g,0g,0mg,313.4mg,3.9g,23.7g,2.1g,1.9g,2%,3%,54%,14%,"COUSCOUS (wheat flour  contains: wheat ), WATER, FRESH TOMATOES, FRESH CUCUMBER, CARROTS, LEMON JUICE (filtered water, lemon juice concentrate, sodium bisulfite (preservative), sodium  benzoate (preservative), lemon oil.), SOY/OLIVE BLEND OIL (80% soybean oil, 20% extra virgin olive oil), FRESH GREEN ONIONS, SOY/OLIVE BLEND OIL (80% soybean oil, 20% extra virgin olive oil), PARSLEY, SALT (salt, calcium silicate, dextrose, potassium iodide.), FRESH GARLIC, BLACK PEPPER",dinner
201,Vanilla Soy Milk**,8 OZ,95,30,3.3g,0.5g,0g,0mg,94.5mg,5.7g,9.5g,0.9g,7.6g,28%,9%,1%,0%,"VANILLA SOY MILK (soymilk (filtered water, whole soybeans), cane sugar, natural flavor, sea salt, carrageenan, Vitamins & Minerals: calcium carbonate, vitamin A palmitate, vitamin D2, riboflavin (B2), vitamin B12.)",dinner
202,Black Beans**,4 OZ,143,65,7.2g,1.4g,0.9g,0.1mg,382.7mg,4.3g,15.5g,4.1g,4.1g,11%,25%,10%,24%,"BLACK BEANS (black beans, water, salt, calcium chloride, ferrous gluconate. ), DICED TOMATOES (tomatoes, tomato juice, less than 2% of: salt, calcium chloride, citric acid), FRESH ONIONS, FRESH GREEN PEPPERS, FRESH CELERY, MARGARINE (liquid soybean oil, partially hydrogenated soybean oil, water, salt, soy  lecithin, vegetable mono and diglycerides, potassium sorbate and citric  acid added as preservatives, artificially flavored (gluten free),  artificially colored with beta carotene, vitamin a palmitate added.), SOY/OLIVE BLEND OIL (80% soybean oil, 20% extra virgin olive oil), SUGAR, GARLIC (Processed on the same manufacturing line as products that contain soy, wheat, gluten, dairy, eggs,  and tree nuts. ), OREGANO, SALT (salt, calcium silicate, dextrose, potassium iodide.), BLACK PEPPER, PEPPER SAUCE (vinegar, aged peppers (peppers, salt, vinegar), water, xanthan gum and benzoate of soda (to preserve freshness and flavor)), BASIL",dinner
203,Charred Jalapenos**,1 OZ,8,1,0.1g,0g,0g,0mg,0.9mg,0.3g,1.8g,0.7g,1.1g,0%,0%,6%,56%,JALAPENOS,dinner
204,"Cheese, Shredded Cheddar*",1/2 OZ,57,42,4.7g,3g,- - - g,14.9mg,88mg,3.5g,0.2g,0g,0.1g,10%,1%,3%,0%,"CHEDDAR CHEESE (cheddar cheese (pasteurized milk, cheese culture, salt, enzymes, annatto  [color]), potato starch and powdered cellulose added to  prevent caking, natamycin (a natural mold inhibitor) contains: milk)",dinner
205,Flour Tortilla*,1 TORTILLA,114,9,1g,0g,0g,0mg,223mg,4g,22g,3g,0g,6%,14%,0%,0%,"FLOUR TORTILLA (cream, skim milk, soybean oil, parmesan and asiago cheese blend with flavor (parmesan cheese [cultured milk, salt, enzymes], asiago cheese [cultured milk, salt, enzymes], enzyme modified parmesan cheese [cultured milk, water, salt, enzymes], whey, salt), canola oil, water, 2% or less of modified cornstarch, salt, romano cheese ([made from cow's milk], pasteurized milk, cheese culture, salt, enzymes), cream (cream, nonfat milk), lactose (contains milk), datem, spice, xanthan gum, seasoning (wheat starch, extracts of annatto and turmeric color, natural flavor), seasoning (maltodextrin, flavor, enzyme modified butterfat). contains: milk, wheat ingredients. )",dinner
206,Grilled Fresh Veggies**,4 OZ,10,1,0.1g,0g,0g,0mg,1.5mg,0.4g,2.3g,0.9g,1.2g,1%,1%,4%,68%,"FRESH RED PEPPER, FRESH GREEN PEPPER, VEGETABLE PAN SPRAY (soybean oil, soybean lecithin (hr), silicon dioxide, water and  propellant (non-chloroflurocarbon). contains: soy.)",dinner
207,Guacamole**,1/2 OZ,19,17,1.9g,0.2g,0g,0mg,40.2mg,0.2g,1.4g,0.9g,0.2g,0%,0%,0%,3%,"GUACAMOLE (hass avocado, tomato, onion, sugar, salt, jalapeno pepper, cilantro,  sodium acid pyrophosphate, garlic, sodium alginate, citric acid, xanthan  gum, ascorbic acid (vitamin c), lime juice concentrate.)",dinner
